date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:34	102/102	---M--	200	added ('OK')	text/plain	etag:%225945bcd-66-452b6a9415800%22	http://www.zygorguides.com/robots.txt		(from )
08:41:34	20034/20034	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Oct%202009%2013:41:30%20GMT	http://www.zygorguides.com/members/inscription.php?>postfile:C:\My%20Web%20Sites\Inscription%20Profession%20Leveling%20Guide\hts-post0	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/members/inscriptiona465.html	(from )
08:41:35	14918/14918	---M--	200	added ('OK')	text/css	etag:%2259580b4-3a46-47702597f5680%22	http://www.zygorguides.com/css/peach.css	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/css/peach.css	(from )
08:41:35	349/349	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Oct%202009%2013:41:34%20GMT	http://www.wowhead.com/widgets/power.js	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.wowhead.com/widgets/power.4.delayed	(from )
08:41:35	6705/6705	---M--	200	added ('OK')	application/javascript	etag:%225958641-1a31-458a985b82dc0%22	http://www.zygorguides.com/js/flashembed.js	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/js/flashembed.js	(from )
08:41:35	4573/4573	---M--	200	added ('OK')	application/javascript	etag:%22595863f-11dd-45b9862d31580%22	http://www.zygorguides.com/js/dropdown.js	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/js/dropdown.js	(from )
08:41:36	10327/10327	---M--	200	added ('OK')	text/javascript	etag:%22-5557843252542457574%22	http://static.wowhead.com/widgets/power.js	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/static.wowhead.com/widgets/power.js	(from )
08:41:36	6104/6104	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Oct%202009%2013:41:33%20GMT	http://www.zygorguides.com/members/index.php	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/members/index.html	(from )
08:41:37	67/67	---M--	200	added ('OK')	image/gif	etag:%22595852d-43-458a98449f7c0%22	http://www.zygorguides.com/img/back.gif	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/img/back.gif	(from http://www.zygorguides.com/members/inscription.php?>postfile:C:\My%20Web%20Sites\Inscription%20Profession%20Leveling%20Guide\hts-post0)
08:41:39	24844/24844	---M--	200	added ('OK')	image/png	etag:%2259585a2-610c-45b5e9c966cc0%22	http://www.zygorguides.com/img/lexicon.png	C:/My%20Web%20Sites/Inscription%20Profession%20Leveling%20Guide/www.zygorguides.com/img/lexicon.png	(from )
